Cod;Country;Citycode;City;Population2000;PM10Concentration1999;Region;IncomeGroup
IRN;Iran (Islamic Republic of);3640023;Sanandaj;309073;57;Middle East & North Africa;Upper middle income
IRN;Iran (Islamic Republic of);3640028;Sari;211771;105;Middle East & North Africa;Upper middle income
IRN;Iran (Islamic Republic of);3640005;Shiraz;1187928;69;Middle East & North Africa;Upper middle income
IRN;Iran (Islamic Republic of);3640044;Sirjan;136956;64;Middle East & North Africa;Upper middle income
IRN;Iran (Islamic Republic of);3640004;Tabriz;1328504;69;Middle East & North Africa;Upper middle income
IRN;Iran (Islamic Republic of);3640001;TEHRAN;7689447;71;Middle East & North Africa;Upper middle income
IRN;Iran (Islamic Republic of);3640019;Yazd;348891;73;Middle East & North Africa;Upper middle income
IRN;Iran (Islamic Republic of);3640010;Zahedan;478322;72;Middle East & North Africa;Upper middle income
IRN;Iran (Islamic Republic of);3640021;Zanjan;319755;65;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680005;Adhamiyah;695624;188;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680015;Amara;312925;179;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680001;BAGHDAD;4969664;189;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680007;Basra;608917;177;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680016;Diwaniya;294524;159;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680002;Erbil;1997723;195;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680011;Hilla;402902;165;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680004;Kadhimain;781490;177;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680014;Karradah Sharqiyah;353025;191;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680010;Kerbala;444673;101;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680006;Kirkuk;627393;147;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680018;Kut;274537;171;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680013;Mamoon;366500;104;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680003;Mosul;1007457;193;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680009;Najaf;463114;154;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680012;Nasariya;398561;173;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680017;Ramadi;288584;138;Middle East & North Africa;Upper middle income
IRQ;Iraq;3680008;Sulamaniya;545672;185;Middle East & North Africa;Upper middle income
IRL;Ireland;3720002;Cork;188774;18;Europe & Central Asia;High income
IRL;Ireland;3720001;DUBLIN;990974;23;Europe & Central Asia;High income
ISR;Israel;3760012;Ashdod;131049;40;Middle East & North Africa;High income
ISR;Israel;3760009;Bat Yam;162446;52;Middle East & North Africa;High income
ISR;Israel;3760007;Be'er Sheva;164607;44;Middle East & North Africa;High income
ISR;Israel;3760010;Bene Beraq;143335;53;Middle East & North Africa;High income
ISR;Israel;3760003;Haifa;529523;66;Middle East & North Africa;High income
ISR;Israel;3760004;Holon;185766;54;Middle East & North Africa;High income
ISR;Israel;3760002;JERUSALEM;651831;50;Middle East & North Africa;High income
ISR;Israel;3760008;Netanya;163583;41;Middle East & North Africa;High income
ISR;Israel;3760006;Petah Tiqwa;172343;49;Middle East & North Africa;High income
ISR;Israel;3760011;Ramat Gan;139353;53;Middle East & North Africa;High income
ISR;Israel;3760005;Rishon Leziyyon;178827;49;Middle East & North Africa;High income
ISR;Israel;3760001;Tel Aviv-Yafo;2218382;51;Middle East & North Africa;High income
ITA;Italy;3800051;Allessandria;91129;28;Europe & Central Asia;High income
ITA;Italy;3800045;Ancona;101910;25;Europe & Central Asia;High income
ITA;Italy;3800009;Bari;343739;24;Europe & Central Asia;High income
ITA;Italy;3800035;Bergamo;116491;36;Europe & Central Asia;High income
ITA;Italy;3800007;Bologna;407244;30;Europe & Central Asia;High income
ITA;Italy;3800048;Bolzano;98943;21;Europe & Central Asia;High income
ITA;Italy;3800018;Brescia;202172;30;Europe & Central Asia;High income
ITA;Italy;3800017;Cagliari;204723;24;Europe & Central Asia;High income
ITA;Italy;3800010;Catania;332422;25;Europe & Central Asia;High income
ITA;Italy;3800050;Catanzaro;94139;20;Europe & Central Asia;High income
ITA;Italy;3800052;Cosenza;87770;21;Europe & Central Asia;High income
ITA;Italy;3800027;Ferrara;138328;38;Europe & Central Asia;High income
ITA;Italy;3800008;Firenze;405223;52;Europe & Central Asia;High income
ITA;Italy;3800024;Foggia;156162;23;Europe & Central Asia;High income
ITA;Italy;3800036;Forli;110017;29;Europe & Central Asia;High income
ITA;Italy;3800006;Genova;680541;34;Europe & Central Asia;High income
ITA;Italy;3800042;La Spezia;102436;27;Europe & Central Asia;High income
ITA;Italy;3800039;Latina;106306;29;Europe & Central Asia;High income
ITA;Italy;3800046;Lecco;100957;30;Europe & Central Asia;High income
ITA;Italy;3800022;Livorno;168655;29;Europe & Central Asia;High income
ITA;Italy;3800012;Messina;274430;22;Europe & Central Asia;High income
ITA;Italy;3800002;Milano;1380915;36;Europe & Central Asia;High income
ITA;Italy;3800019;Modena;177421;41;Europe & Central Asia;High income
ITA;Italy;3800033;Monza;122026;42;Europe & Central Asia;High income
ITA;Italy;3800003;Napoli;1062222;33;Europe & Central Asia;High income
ITA;Italy;3800040;Novara;103213;34;Europe & Central Asia;High income
ITA;Italy;3800016;Padova;216579;42;Europe & Central Asia;High income
ITA;Italy;3800005;Palermo;702200;12;Europe & Central Asia;High income
ITA;Italy;3800021;Parma;170126;35;Europe & Central Asia;High income
ITA;Italy;3800026;Perugia;144736;22;Europe & Central Asia;High income
ITA;Italy;3800032;Pescara;122244;27;Europe & Central Asia;High income
ITA;Italy;3800041;Piacenza;102991;38;Europe & Central Asia;High income
ITA;Italy;3800049;Pisa;98714;30;Europe & Central Asia;High income
ITA;Italy;3800023;Prato;166559;28;Europe & Central Asia;High income
ITA;Italy;3800028;Ravenna;136414;25;Europe & Central Asia;High income
ITA;Italy;3800020;Reggio di Calabria;170935;22;Europe & Central Asia;High income
ITA;Italy;3800029;Reggio nell'Emilia;132369;38;Europe & Central Asia;High income
ITA;Italy;3800030;Rimini;129045;29;Europe & Central Asia;High income
ITA;Italy;3800001;ROMA;2712846;35;Europe & Central Asia;High income
ITA;Italy;3800025;Salerno;154545;23;Europe & Central Asia;High income
ITA;Italy;3800034;Sassari;117834;19;Europe & Central Asia;High income
ITA;Italy;3800031;Siracusa;127047;18;Europe & Central Asia;High income
ITA;Italy;3800014;Taranto;233878;21;Europe & Central Asia;High income
ITA;Italy;3800037;Terni;108109;23;Europe & Central Asia;High income
ITA;Italy;3800004;Torino;968867;53;Europe & Central Asia;High income
ITA;Italy;3800043;Torre del Greco;102189;27;Europe & Central Asia;High income
ITA;Italy;3800044;Treviso;102072;36;Europe & Central Asia;High income
ITA;Italy;3800015;Trieste;230872;26;Europe & Central Asia;High income
ITA;Italy;3800047;Udine;99874;26;Europe & Central Asia;High income
ITA;Italy;3800011;Venezia;310948;53;Europe & Central Asia;High income
ITA;Italy;3800013;Verona;254515;29;Europe & Central Asia;High income
ITA;Italy;3800038;Vicenza;107850;30;Europe & Central Asia;High income
JAM;Jamaica;3880001;KINGSTON;674778;54;Latin America & Caribbean;Upper middle income
JPN;Japan;3920172;Abiko;126533;32;East Asia & Pacific;High income
JPN;Japan;3920100;Ageo;210474;38;East Asia & Pacific;High income
JPN;Japan;3920181;Aizuwakamatsu;122643;25;East Asia & Pacific;High income
JPN;Japan;3920073;Akashi;288541;28;East Asia & Pacific;High income
JPN;Japan;3920202;Akishima;110272;42;East Asia & Pacific;High income
JPN;Japan;3920063;Akita;316391;25;East Asia & Pacific;High income
JPN;Japan;3920023;Amagasaki;502970;34;East Asia & Pacific;High income
JPN;Japan;3920139;Anjo;151952;29;East Asia & Pacific;High income
JPN;Japan;3920068;Aomori;295688;23;East Asia & Pacific;High income
JPN;Japan;3920046;Asahikawa;370128;23;East Asia & Pacific;High income
JPN;Japan;3920201;Asaka;110422;42;East Asia & Pacific;High income
JPN;Japan;3920124;Ashikaga;170224;38;East Asia & Pacific;High income
JPN;Japan;3920099;Atsugi;211267;34;East Asia & Pacific;High income
JPN;Japan;3920163;Beppu;131961;21;East Asia & Pacific;High income
JPN;Japan;3920013;Chiba;870841;34;East Asia & Pacific;High income
JPN;Japan;3920097;Chigasaki;216093;36;East Asia & Pacific;High income
JPN;Japan;3920109;Chofu;202123;40;East Asia & Pacific;High income
JPN;Japan;3920167;Daito;129763;18;East Asia & Pacific;High income
JPN;Japan;3920196;Ebetsu;113309;23;East Asia & Pacific;High income
JPN;Japan;3920194;Ebina;114753;32;East Asia & Pacific;High income
JPN;Japan;3920095;Fuchu;219886;19;East Asia & Pacific;High income
JPN;Japan;3920093;Fuji;233828;31;East Asia & Pacific;High income
JPN;Japan;3920171;Fujieda;127057;26;East Asia & Pacific;High income
JPN;Japan;3920179;Fujinomiya;122851;24;East Asia & Pacific;High income
JPN;Japan;3920045;Fujisawa;372517;36;East Asia & Pacific;High income
JPN;Japan;3920083;Fukui;260159;25;East Asia & Pacific;High income
JPN;Japan;3920008;Fukuoka;1300535;33;East Asia & Pacific;High income
JPN;Japan;3920071;Fukushima;289905;25;East Asia & Pacific;High income
JPN;Japan;3920044;Fukuyama;381120;20;East Asia & Pacific;High income
JPN;Japan;3920020;Funabashi;551056;37;East Asia & Pacific;High income
JPN;Japan;3920040;Gifu;417201;31;East Asia & Pacific;High income
JPN;Japan;3920187;Habikino;119893;31;East Asia & Pacific;High income
JPN;Japan;3920089;Hachinohe;246394;26;East Asia & Pacific;High income
JPN;Japan;3920022;Hachioji;504902;40;East Asia & Pacific;High income
JPN;Japan;3920126;Hadano;166492;26;East Asia & Pacific;High income
JPN;Japan;3920064;Hakodate;308146;22;East Asia & Pacific;High income
JPN;Japan;3920018;Hamamatsu;573340;36;East Asia & Pacific;High income
JPN;Japan;3920209;Handa;108207;28;East Asia & Pacific;High income
JPN;Japan;3920203;Higashihiroshima;110111;25;East Asia & Pacific;High income
JPN;Japan;3920193;Higashikurume;115074;39;East Asia & Pacific;High income
JPN;Japan;3920151;Higashimurayama;139364;38;East Asia & Pacific;High income
JPN;Japan;3920021;Higashiosaka;524100;42;East Asia & Pacific;High income
JPN;Japan;3920214;Hikone;104698;20;East Asia & Pacific;High income
JPN;Japan;3920026;Himeji;475211;30;East Asia & Pacific;High income
JPN;Japan;3920123;Hino;170636;44;East Asia & Pacific;High income
JPN;Japan;3920042;Hirakata;405085;25;East Asia & Pacific;High income
JPN;Japan;3920084;Hiratsuka;258528;30;East Asia & Pacific;High income
JPN;Japan;3920115;Hirosaki;179278;22;East Asia & Pacific;High income
JPN;Japan;3920010;Hiroshima;1128379;31;East Asia & Pacific;High income
JPN;Japan;3920105;Hitachi;205117;29;East Asia & Pacific;High income
JPN;Japan;3920184;Hofu;121549;21;East Asia & Pacific;High income
JPN;Japan;3920082;Ibaraki;260671;28;East Asia & Pacific;High income
JPN;Japan;3920076;Ichihara;280603;29;East Asia & Pacific;High income
JPN;Japan;3920032;Ichikawa;453311;44;East Asia & Pacific;High income
JPN;Japan;3920078;Ichinomiya;272451;34;East Asia & Pacific;High income
JPN;Japan;3920212;Ikeda;105434;24;East Asia & Pacific;High income
JPN;Japan;3920211;Ikoma;107027;28;East Asia & Pacific;High income
JPN;Japan;3920180;Imabari;122766;29;East Asia & Pacific;High income
JPN;Japan;3920149;Iruma;145862;15;East Asia & Pacific;High income
JPN;Japan;3920213;Ise;105097;26;East Asia & Pacific;High income
JPN;Japan;3920182;Isesaki;122600;40;East Asia & Pacific;High income
JPN;Japan;3920176;Ishinomaki;123575;22;East Asia & Pacific;High income
JPN;Japan;3920112;Itami;193143;33;East Asia & Pacific;High income
JPN;Japan;3920049;Iwaki;367276;29;East Asia & Pacific;High income
JPN;Japan;3920200;Iwakuni;110688;22;East Asia & Pacific;High income
JPN;Japan;3920198;Iwatsuki;111842;37;East Asia & Pacific;High income
JPN;Japan;3920137;Izumi (Osaka);155314;30;East Asia & Pacific;High income
JPN;Japan;3920160;Joetsu;134600;17;East Asia & Pacific;High income
JPN;Japan;3920150;Kadoma;144288;32;East Asia & Pacific;High income
JPN;Japan;3920019;Kagoshima;553734;30;East Asia & Pacific;High income
JPN;Japan;3920159;Kakamigahara;135012;27;East Asia & Pacific;High income
JPN;Japan;3920086;Kakogawa;256743;29;East Asia & Pacific;High income
JPN;Japan;3920118;Kamakura;175233;29;East Asia & Pacific;High income
JPN;Japan;3920030;Kanazawa;456641;21;East Asia & Pacific;High income
JPN;Japan;3920168;Kariya;128066;31;East Asia & Pacific;High income
JPN;Japan;3920178;Kashihara;123021;24;East Asia & Pacific;High income
JPN;Japan;3920061;Kashiwa;325674;39;East Asia & Pacific;High income
JPN;Japan;3920075;Kasugai;281214;33;East Asia & Pacific;High income
JPN;Japan;3920106;Kasukabe;203467;35;East Asia & Pacific;High income
JPN;Japan;3920190;Katsuta;116967;34;East Asia & Pacific;High income
JPN;Japan;3920188;Kawachinagano;118080;23;East Asia & Pacific;High income
JPN;Japan;3920059;Kawagoe;327018;34;East Asia & Pacific;High income
JPN;Japan;3920029;Kawaguchi;461381;47;East Asia & Pacific;High income
JPN;Japan;3920147;Kawanishi;146172;32;East Asia & Pacific;High income
JPN;Japan;3920009;Kawasaki;1225985;41;East Asia & Pacific;High income
JPN;Japan;3920174;Kiryu;124282;36;East Asia & Pacific;High income
JPN;Japan;3920169;Kisarazu;128007;22;East Asia & Pacific;High income
JPN;Japan;3920110;Kishiwada;195689;28;East Asia & Pacific;High income
JPN;Japan;3920011;Kitakyushu;1039653;28;East Asia & Pacific;High income
JPN;Japan;3920199;Kitami;111582;19;East Asia & Pacific;High income
JPN;Japan;3920006;Kobe;1549203;26;East Asia & Pacific;High income
JPN;Japan;3920060;Kochi;326874;23;East Asia & Pacific;High income
JPN;Japan;3920120;Kodaira;174117;39;East Asia & Pacific;High income
JPN;Japan;3920107;Kofu;203313;30;East Asia & Pacific;High income
JPN;Japan;3920204;Koganei;109910;47;East Asia & Pacific;High income
JPN;Japan;3920210;Kokubanji;107156;48;East Asia & Pacific;High income
JPN;Japan;3920153;Komaki;138464;33;East Asia & Pacific;High income
JPN;Japan;3920208;Komatsu;108942;22;East Asia & Pacific;High income
JPN;Japan;3920057;Koriyama;330773;31;East Asia & Pacific;High income
JPN;Japan;3920066;Koshigaya;303043;19;East Asia & Pacific;High income
JPN;Japan;3920131;Kumagaya;159852;38;East Asia & Pacific;High income
JPN;Japan;3920015;Kumamoto;655637;37;East Asia & Pacific;High income
JPN;Japan;3920039;Kurashiki;427875;28;East Asia & Pacific;High income
JPN;Japan;3920098;Kure;215080;29;East Asia & Pacific;High income
JPN;Japan;3920092;Kurume;238481;32;East Asia & Pacific;High income
JPN;Japan;3920104;Kushiro;205152;21;East Asia & Pacific;High income
JPN;Japan;3920215;Kuwana;104004;27;East Asia & Pacific;High income
JPN;Japan;3920007;Kyoto;1477193;30;East Asia & Pacific;High income
JPN;Japan;3920207;Lida;109150;18;East Asia & Pacific;High income
JPN;Japan;3920048;Machida;367366;44;East Asia & Pacific;High income
JPN;Japan;3920069;Maebashi;292858;43;East Asia & Pacific;High income
JPN;Japan;3920157;Matsubara;136465;20;East Asia & Pacific;High income
JPN;Japan;3920027;Matsudo;473204;42;East Asia & Pacific;High income
JPN;Japan;3920144;Matsue;148787;21;East Asia & Pacific;High income
JPN;Japan;3920102;Matsumoto;208955;20;East Asia & Pacific;High income
JPN;Japan;3920177;Matsusaka;123148;25;East Asia & Pacific;High income
JPN;Japan;3920028;Matsuyama;466599;32;East Asia & Pacific;High income
JPN;Japan;3920170;Minoo;127284;15;East Asia & Pacific;High income
JPN;Japan;3920156;Misato;136645;28;East Asia & Pacific;High income
JPN;Japan;3920205;Mishima;109762;34;East Asia & Pacific;High income
JPN;Japan;3920125;Mitaka;168617;42;East Asia & Pacific;High income
JPN;Japan;3920087;Mito;252201;38;East Asia & Pacific;High income
JPN;Japan;3920162;Miyakonojo;133932;25;East Asia & Pacific;High income
JPN;Japan;3920067;Miyazaki;302094;30;East Asia & Pacific;High income
JPN;Japan;3920134;Moriguchi;158166;40;East Asia & Pacific;High income
JPN;Japan;3920070;Morioka;290574;24;East Asia & Pacific;High income
JPN;Japan;3920192;Muroran;115256;17;East Asia & Pacific;High income
JPN;Japan;3920154;Musashino;138204;42;East Asia & Pacific;High income
JPN;Japan;3920051;Nagano;361586;26;East Asia & Pacific;High income
JPN;Japan;3920111;Nagaoka;193654;26;East Asia & Pacific;High income
JPN;Japan;3920142;Nagareyama;149470;38;East Asia & Pacific;High income
JPN;Japan;3920033;Nagasaki;448214;29;East Asia & Pacific;High income
JPN;Japan;3920004;Nagoya;2196134;36;East Asia & Pacific;High income
JPN;Japan;3920065;Naha;305865;28;East Asia & Pacific;High income
JPN;Japan;3920050;Nara;364845;30;East Asia & Pacific;High income
JPN;Japan;3920135;Narashino;157399;32;East Asia & Pacific;High income
JPN;Japan;3920081;Neyagawa;262644;30;East Asia & Pacific;High income
JPN;Japan;3920024;Niigata;501798;31;East Asia & Pacific;High income
JPN;Japan;3920165;Niihama;130994;22;East Asia & Pacific;High income
JPN;Japan;3920148;Niiza;146131;24;East Asia & Pacific;High income
JPN;Japan;3920038;Nishinomiya;432770;35;East Asia & Pacific;High income
JPN;Japan;3920166;Nobeoka;130149;27;East Asia & Pacific;High income
JPN;Japan;3920185;Noda;121261;23;East Asia & Pacific;High income
JPN;Japan;3920096;Numazu;217548;31;East Asia & Pacific;High income
JPN;Japan;3920119;Obihiro;174503;27;East Asia & Pacific;High income
JPN;Japan;3920108;Odawara;203127;25;East Asia & Pacific;High income
JPN;Japan;3920138;Ogaki;152741;29;East Asia & Pacific;High income
JPN;Japan;3920037;Oita;432898;32;East Asia & Pacific;High income
JPN;Japan;3920016;Okayama;620214;31;East Asia & Pacific;High income
JPN;Japan;3920058;Okazaki;328572;26;East Asia & Pacific;High income
JPN;Japan;3920195;Okinawa;113887;18;East Asia & Pacific;High income
JPN;Japan;3920152;Ome;139195;36;East Asia & Pacific;High income
JPN;Japan;3920036;Omiya;436025;41;East Asia & Pacific;High income
JPN;Japan;3920143;Omuta;149092;27;East Asia & Pacific;High income
JPN;Japan;3920003;Osaka;2626274;39;East Asia & Pacific;High income
JPN;Japan;3920146;Ota;146418;23;East Asia & Pacific;High income
JPN;Japan;3920129;Otaru;163176;17;East Asia & Pacific;High income
JPN;Japan;3920077;Otsu;278093;31;East Asia & Pacific;High income
JPN;Japan;3920140;Oyama;151391;36;East Asia & Pacific;High income
JPN;Japan;3920121;Saga;173682;30;East Asia & Pacific;High income
JPN;Japan;3920017;Sagamihara;578340;38;East Asia & Pacific;High income
JPN;Japan;3920014;Sakai;819629;33;East Asia & Pacific;High income
JPN;Japan;3920216;Sakata;102666;23;East Asia & Pacific;High income
JPN;Japan;3920130;Sakura;163019;27;East Asia & Pacific;High income
JPN;Japan;3920005;Sapporo;1779520;26;East Asia & Pacific;High income
JPN;Japan;3920088;Sasebo;249890;29;East Asia & Pacific;High income
JPN;Japan;3920128;Sayama;166297;15;East Asia & Pacific;High income
JPN;Japan;3920012;Sendai;977779;20;East Asia & Pacific;High income
JPN;Japan;3920164;Seto;131527;32;East Asia & Pacific;High income
JPN;Japan;3920090;Shimizu;246381;25;East Asia & Pacific;High income
JPN;Japan;3920080;Shimonoseki;264745;24;East Asia & Pacific;High income
JPN;Japan;3920025;Shizuoka;483287;32;East Asia & Pacific;High income
JPN;Japan;3920094;Soka;220320;41;East Asia & Pacific;High income
JPN;Japan;3920054;Suita;344805;41;East Asia & Pacific;High income
JPN;Japan;3920114;Suzuka;183112;26;East Asia & Pacific;High income
JPN;Japan;3920132;Tachikawa;159363;47;East Asia & Pacific;High income
JPN;Japan;3920055;Takamatsu;337287;26;East Asia & Pacific;High income
JPN;Japan;3920117;Takaoka;178688;23;East Asia & Pacific;High income
JPN;Japan;3920101;Takarazuka;210241;31;East Asia & Pacific;High income
JPN;Japan;3920091;Takasaki;243169;43;East Asia & Pacific;High income
JPN;Japan;3920047;Takatsuki;368686;27;East Asia & Pacific;High income
JPN;Japan;3920141;Tama;151391;44;East Asia & Pacific;High income
JPN;Japan;3920062;Tokorozawa;325055;42;East Asia & Pacific;High income
JPN;Japan;3920079;Tokushima;270956;31;East Asia & Pacific;High income
JPN;Japan;3920197;Tokuyama;111853;21;East Asia & Pacific;High income
JPN;Japan;3920001;TOKYO;12482692;43;East Asia & Pacific;High income
JPN;Japan;3920122;Tomakomai;171698;18;East Asia & Pacific;High income
JPN;Japan;3920183;Tondabayashi;121738;24;East Asia & Pacific;High income
JPN;Japan;3920145;Tottori;148570;27;East Asia & Pacific;High income
JPN;Japan;3920056;Toyama;331097;27;East Asia & Pacific;High income
JPN;Japan;3920052;Toyohashi;358699;28;East Asia & Pacific;High income
JPN;Japan;3920191;Toyokawa;116681;29;East Asia & Pacific;High income
JPN;Japan;3920041;Toyonaka;407946;35;East Asia & Pacific;High income
JPN;Japan;3920053;Toyota;349791;28;East Asia & Pacific;High income
JPN;Japan;3920127;Tsu;166413;26;East Asia & Pacific;High income
JPN;Japan;3920161;Tsuchuiura;134435;39;East Asia & Pacific;High income
JPN;Japan;3920136;Tsukuba;156826;22;East Asia & Pacific;High income
JPN;Japan;3920217;Tsuruoka;102074;21;East Asia & Pacific;High income
JPN;Japan;3920116;Ube;178720;27;East Asia & Pacific;High income
JPN;Japan;3920175;Ueda;124199;23;East Asia & Pacific;High income
JPN;Japan;3920113;Uji;187538;30;East Asia & Pacific;High income
JPN;Japan;3920031;Urawa;456180;44;East Asia & Pacific;High income
JPN;Japan;3920173;Urayasu;125831;38;East Asia & Pacific;High income
JPN;Japan;3920035;Utsunomiya;443512;41;East Asia & Pacific;High income
JPN;Japan;3920043;Wakayama;403359;25;East Asia & Pacific;High income
JPN;Japan;3920133;Yachiyo;158399;34;East Asia & Pacific;High income
JPN;Japan;3920189;Yaizu;117819;28;East Asia & Pacific;High income
JPN;Japan;3920085;Yamagata;257744;24;East Asia & Pacific;High income
JPN;Japan;3920155;Yamaguchi;136745;20;East Asia & Pacific;High income
JPN;Japan;3920103;Yamato;207771;36;East Asia & Pacific;High income
JPN;Japan;3920074;Yao;281353;34;East Asia & Pacific;High income
JPN;Japan;3920206;Yatsushiro;109576;29;East Asia & Pacific;High income
JPN;Japan;3920072;Yokkaichi;289703;29;East Asia & Pacific;High income
JPN;Japan;3920002;Yokohama;3366178;32;East Asia & Pacific;High income
JPN;Japan;3920034;Yokosuka;443816;28;East Asia & Pacific;High income
JPN;Japan;3920158;Yonago;136152;22;East Asia & Pacific;High income
JPN;Japan;3920186;Zama;120498;35;East Asia & Pacific;High income
JOR;Jordan;4000001;AMMAN;1388151;63;Middle East & North Africa;Upper middle income
JOR;Jordan;4000003;Irbid;310716;101;Middle East & North Africa;Upper middle income
JOR;Jordan;4000004;Russiefa;166147;93;Middle East & North Africa;Upper middle income
JOR;Jordan;4000002;Zarqa;516421;94;Middle East & North Africa;Upper middle income
KAZ;Kazakhstan;3980009;Akmola;285304;23;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980014;Aktau;185643;15;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980010;Aktjubinsk;259900;21;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980001;ALMATY;1170526;37;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980016;Atirau;152422;39;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980004;Chimkent;385971;22;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980008;Dzhambul (Zhambul);309730;33;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980021;Dzhezkazgan (Zhezkazgan);110409;17;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980017;Ekibastuz;147537;21;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980002;Karaganda;582332;22;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980018;Koktchetav;142652;22;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980015;Kzyl-Orda;161216;25;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980005;Pavlograd;358584;24;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980011;Petropavlovsk (Severo-Kazakstanskaya oblast);243290;21;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980019;Rudni;142652;21;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980006;Semipalatinsk;335134;27;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980003;Shimkent;436749;34;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980020;Taldikorgan;142652;29;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980013;Temirtau;221794;20;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980012;Uralsk;240359;20;Europe & Central Asia;Upper middle income
KAZ;Kazakhstan;3980007;Ust-Kamenogorsk;334157;25;Europe & Central Asia;Upper middle income
KEN;Kenya;4040006;Eldoret;201249;40;Sub-Saharan Africa;Lower middle income
KEN;Kenya;4040003;Kisumu;346681;33;Sub-Saharan Africa;Lower middle income
KEN;Kenya;4040005;Machakos;209184;41;Sub-Saharan Africa;Lower middle income
KEN;Kenya;4040007;Meru;170787;29;Sub-Saharan Africa;Lower middle income
KEN;Kenya;4040002;Mombasa;830585;35;Sub-Saharan Africa;Lower middle income
KEN;Kenya;4040001;NAIROBI;2382590;49;Sub-Saharan Africa;Lower middle income
KEN;Kenya;4040004;Nakuru;294866;56;Sub-Saharan Africa;Lower middle income
KEN;Kenya;4040008;Nyeri;164152;46;Sub-Saharan Africa;Lower middle income
KWT;Kuwait;4140004;Al Jahra;128423;114;Middle East & North Africa;High income
KWT;Kuwait;4140003;Hawalli;167570;142;Middle East & North Africa;High income
KWT;Kuwait;4140001;KUWAIT CITY;1165000;135;Middle East & North Africa;High income
KWT;Kuwait;4140002;Salmiya;177088;137;Middle East & North Africa;High income
KGZ;Kyrgyzstan;4170001;BISHKEK;575092;30;Europe & Central Asia;Lower middle income
KGZ;Kyrgyzstan;4170002;Osh;215007;70;Europe & Central Asia;Lower middle income
LAO;Lao People's Democratic Republic;4180002;Savannakhet;209497;69;East Asia & Pacific;Lower middle income
LAO;Lao People's Democratic Republic;4180001;VIENTIANE;815115;42;East Asia & Pacific;Lower middle income
LVA;Latvia;4280002;Daugavpils;112428;24;Europe & Central Asia;High income
LVA;Latvia;4280003;Liepaja;95142;17;Europe & Central Asia;High income
LVA;Latvia;4280001;RIGA;787491;22;Europe & Central Asia;High income
LBN;Lebanon;4220001;BEIRUT;2012000;46;Middle East & North Africa;Upper middle income
LBN;Lebanon;4220003;Sayda;133965;53;Middle East & North Africa;Upper middle income
LBN;Lebanon;4220004;Sur;108835;28;Middle East & North Africa;Upper middle income
LBN;Lebanon;4220002;Tripoli;234100;41;Middle East & North Africa;Upper middle income
LSO;Lesotho;4260001;MASERU;373000;54;Sub-Saharan Africa;Lower middle income
LBR;Liberia;4300001;MONROVIA;479000;41;Sub-Saharan Africa;Low income
LIE;Liechtenstein;4380001;VADUZ;6972;42;Europe & Central Asia;High income
LTU;Lithuania;4400002;Kaunas;418324;36;Europe & Central Asia;High income
LTU;Lithuania;4400003;Klaipeda;202713;20;Europe & Central Asia;High income
LTU;Lithuania;4400005;Panevezhis;130776;29;Europe & Central Asia;High income
LTU;Lithuania;4400004;Shauliai;146751;30;Europe & Central Asia;High income
LTU;Lithuania;4400001;VILNIUS;576982;27;Europe & Central Asia;High income
LUX;Luxembourg;4420001;LUXEMBOURG-VILLE;83286;18;Europe & Central Asia;High income
